State,Units,Coal (T Btu),Natural Gas (T Btu),Crude Oil (T Btu),Fuel Ethanol (T Btu),Biodiesel (T Btu),Renewable Diesel (T Btu)
Pennsylvania,Thermal,4.0,2262.0,2150.2,84.7,20.2,78.1
Pennsylvania,Thermal,NA,57.5,4.0,2395.0,2246.1,86.9
Pennsylvania,Thermal,18.9,174.8,NA,57.5,5.0,2589.0
Pennsylvania,Thermal,2321.3,91.7,17.5,181.4,NA,66.5
Pennsylvania,Thermal,4.0,2683.0,2270.6,93.7,15.7,191.9
Pennsylvania,Thermal,NA,71.7,4.0,2647.0,2172.5,100.0
Pennsylvania,Thermal,16.7,244.3,NA,82.7,2.0,2618.0
Pennsylvania,Thermal,2390.8,98.4,16.7,204.5,NA,94.2
Pennsylvania,Thermal,4.0,2808.0,2370.5,99.7,15.4,131.9
Pennsylvania,Thermal,NA,129.2,2.0,2749.0,2138.8,125.2
Pennsylvania,Thermal,21.6,157.5,0.0,140.8,2.0,2586.0
Pennsylvania,Thermal,2029.3,124.6,24.8,182.4,0.0,130.5
Pennsylvania,Thermal,6.0,2497.0,1785.2,121.9,24.8,160.5
Pennsylvania,Thermal,0.0,154.8,4.0,2251.0,1983.2,172.1
Pennsylvania,Thermal,24.8,233.8,0.0,136.9,4.0,2555.0
Pennsylvania,Thermal,1833.0,155.6,28.1,278.6,0.0,138.1
Pennsylvania,Thermal,3.0,2436.0,1842.5,166.0,21.9,421.3
Pennsylvania,Thermal,0.0,102.0,5.0,2558.0,1807.2,169.7
Pennsylvania,Thermal,19.2,365.3,0.0,96.2,3.0,2461.0
Pennsylvania,Thermal,1825.3,173.6,16.4,401.4,0.0,100.9
Pennsylvania,Thermal,2.0,2520.0,1822.9,199.3,15.6,414.5
Pennsylvania,Thermal,0.0,82.5,5.0,2540.0,1831.4,184.7
Pennsylvania,Thermal,15.3,611.5,0.0,61.4,10.0,2714.0
Pennsylvania,Thermal,1701.6,158.5,14.7,602.6,0.0,69.5
Pennsylvania,Thermal,7.0,2554.0,1812.8,144.7,12.4,629.7
Pennsylvania,Thermal,0.0,80.2,9.0,2689.0,1553.1,137.8
Pennsylvania,Thermal,11.8,623.2,0.0,79.5,8.0,2414.0
Pennsylvania,Thermal,1621.5,125.6,14.6,702.4,0.0,83.0
Pennsylvania,Thermal,10.0,2557.0,1602.2,115.8,11.2,698.3
Pennsylvania,Thermal,0.0,91.5,7.0,2526.0,1766.8,140.5
Pennsylvania,Thermal,9.8,721.3,0.0,99.0,11.0,2748.0
Pennsylvania,Thermal,1982.9,83.9,7.7,710.0,0.0,90.8
Pennsylvania,Thermal,8.0,2883.0,2133.5,136.1,11.5,641.5
Pennsylvania,Thermal,0.0,85.3,9.0,3017.0,1994.7,182.3
Pennsylvania,Thermal,8.5,743.3,0.0,88.4,7.0,3024.0
Pennsylvania,Thermal,1946.5,156.1,8.7,769.4,0.0,89.2
Pennsylvania,Thermal,8.0,2978.0,1929.6,139.0,9.4,770.0
Pennsylvania,Thermal,(s),77.6,6.0,2932.0,1734.2,164.6
Pennsylvania,Thermal,13.5,794.5,(s),72.5,8.0,2788.0
Pennsylvania,Thermal,1599.2,167.3,14.3,775.0,(s),73.8
Pennsylvania,Thermal,12.0,2642.0,1600.3,206.1,13.9,807.7
Pennsylvania,Thermal,(s),74.4,13.0,2715.0,1607.8,176.6
Pennsylvania,Thermal,14.3,796.2,(s),77.6,10.0,2682.0
Pennsylvania,Thermal,1583.2,184.1,15.0,785.7,0.4,73.8
Pennsylvania,Thermal,12.0,2654.0,1557.0,190.6,16.2,811.6
Pennsylvania,Thermal,1.3,76.6,11.0,2664.0,1592.0,207.6
Rhode Island,Thermal,0.0,0.0,0.0,0.0,NA,2.9
Rhode Island,Thermal,(s),2.0,0.0,0.0,0.0,0.0
Rhode Island,Thermal,NA,3.5,(s),3.0,0.0,0.0
Rhode Island,Thermal,0.0,0.0,NA,3.8,(s),3.8
Rhode Island,Thermal,0.0,0.0,0.0,0.0,NA,4.1
Rhode Island,Thermal,(s),4.1,0.0,0.0,0.0,0.0
Rhode Island,Thermal,NA,4.2,(s),4.0,0.0,0.0
Rhode Island,Thermal,0.0,0.0,NA,4.4,(s),4.4
Rhode Island,Thermal,0.0,0.0,0.0,0.0,NA,5.2
Rhode Island,Thermal,(s),5.0,0.0,0.0,0.0,0.0
Rhode Island,Thermal,NA,4.8,(s),4.0,0.0,0.0
Rhode Island,Thermal,0.0,0.0,NA,4.9,(s),4.9
Rhode Island,Thermal,0.0,0.0,0.0,0.0,NA,5.1
Rhode Island,Thermal,(s),5.1,0.0,0.0,0.0,0.0
Rhode Island,Thermal,NA,5.0,(s),5.0,0.0,0.0
Rhode Island,Thermal,0.0,0.0,NA,4.0,(s),4.0
Rhode Island,Thermal,0.0,0.0,0.0,0.0,NA,4.7
Rhode Island,Thermal,(s),4.7,0.0,0.0,0.0,0.0
Rhode Island,Thermal,NA,5.3,(s),5.3,0.0,0.0
Rhode Island,Thermal,0.0,0.0,NA,6.5,(s),6.0
Rhode Island,Thermal,0.0,0.0,0.0,0.0,NA,7.1
Rhode Island,Thermal,(s),7.1,0.0,0.0,0.0,0.0
Rhode Island,Thermal,NA,7.3,(s),7.3,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,6.6,0.0,6.6
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,6.0
Rhode Island,Thermal,(s),6.0,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,7.4,(s),7.4,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,4.9,(s),4.9
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,5.1
Rhode Island,Thermal,0.0,5.1,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,4.7,0.0,4.7,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,3.3,0.0,3.3
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,3.5
Rhode Island,Thermal,0.0,3.5,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,3.7,(s),3.8,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,4.4,0.1,4.0
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,4.4
Rhode Island,Thermal,0.1,4.0,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,4.7,0.1,4.8,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,5.0,0.1,5.0
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,4.9
Rhode Island,Thermal,0.1,5.0,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,4.9,0.1,5.0,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,5.4,0.1,5.0
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,4.2
Rhode Island,Thermal,0.1,4.3,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,4.1,0.1,4.0,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,4.3,0.1,4.4
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,4.4
Rhode Island,Thermal,0.1,4.5,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,3.8,(s),3.9,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,3.6,(s),3.7
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,3.7
Rhode Island,Thermal,(s),3.0,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,3.8,(s),3.8,0.0,0.0
Rhode Island,Thermal,0.0,0.0,0.0,0.8,0.1,0.0
Rhode Island,Thermal,0.0,0.0,0.0,0.0,0.0,2.5
Rhode Island,Thermal,0.1,2.6,0.0,0.0,0.0,0.0
Rhode Island,Thermal,0.0,2.7,0.1,2.0,0.0,0.0
South Carolina,Thermal,0.0,0.0,0.0,0.0,NA,43.1
South Carolina,Thermal,12.0,55.0,0.0,0.0,0.0,0.9
South Carolina,Thermal,NA,40.6,12.0,53.0,0.0,0.0
South Carolina,Thermal,0.0,0.9,NA,40.5,8.0,50.0
South Carolina,Thermal,0.0,0.0,0.0,0.1,NA,38.5
South Carolina,Thermal,9.0,47.0,0.0,0.0,0.0,0.0
South Carolina,Thermal,NA,41.3,9.0,50.0,0.0,0.0
South Carolina,Thermal,0.0,0.0,NA,41.0,10.0,51.0
South Carolina,Thermal,0.0,0.0,0.0,0.1,NA,41.0
South Carolina,Thermal,7.0,48.0,0.0,0.0,0.0,26.2
South Carolina,Thermal,NA,42.1,11.0,80.0,0.0,0.0
South Carolina,Thermal,0.0,52.1,NA,42.3,11.0,105.0
South Carolina,Thermal,0.0,0.0,0.0,67.2,NA,43.3
South Carolina,Thermal,13.0,123.0,0.0,0.0,0.0,123.4
South Carolina,Thermal,NA,43.8,11.0,179.0,0.0,0.0
South Carolina,Thermal,0.0,214.3,NA,41.9,15.0,271.0
South Carolina,Thermal,0.0,0.0,0.0,197.2,NA,47.9
South Carolina,Thermal,11.0,256.0,0.0,0.0,0.0,185.6
South Carolina,Thermal,NA,49.1,10.0,245.0,0.0,0.0
South Carolina,Thermal,0.0,212.9,NA,50.6,10.0,274.0
South Carolina,Thermal,0.0,0.0,0.0,198.2,NA,50.5
South Carolina,Thermal,13.0,262.0,0.0,0.0,0.0,189.8
South Carolina,Thermal,NA,39.8,10.0,239.0,0.0,0.0
South Carolina,Thermal,0.0,191.1,0.0,39.0,4.0,234.0
South Carolina,Thermal,0.0,0.0,0.0,145.7,0.0,43.7
South Carolina,Thermal,8.0,197.0,0.0,0.0,0.0,279.0
South Carolina,Thermal,0.0,42.8,10.0,332.0,0.0,0.0
South Carolina,Thermal,0.0,251.9,0.0,47.1,10.0,309.0
South Carolina,Thermal,0.0,0.0,0.0,338.1,0.0,47.4
South Carolina,Thermal,6.0,391.0,0.0,0.0,0.0,376.9
South Carolina,Thermal,0.0,76.6,4.0,457.0,0.0,0.0
South Carolina,Thermal,0.0,410.3,0.0,72.6,7.0,490.0
South Carolina,Thermal,0.0,0.0,0.0,432.0,0.0,75.4
South Carolina,Thermal,2.0,509.0,0.0,0.0,0.0,431.6
South Carolina,Thermal,0.0,75.7,7.0,514.0,0.0,0.0
South Carolina,Thermal,0.0,453.8,0.0,71.7,11.0,536.0
South Carolina,Thermal,0.0,0.0,0.0,451.9,0.0,75.1
South Carolina,Thermal,10.0,537.0,0.0,0.0,0.0,476.8
South Carolina,Thermal,0.0,76.3,11.0,564.0,0.0,0.0
South Carolina,Thermal,0.0,485.2,0.0,79.7,10.0,575.0
South Carolina,Thermal,0.0,0.0,0.0,464.8,0.0,83.2
South Carolina,Thermal,10.0,558.0,0.0,0.0,0.0,516.7
South Carolina,Thermal,0.0,88.9,11.0,617.0,0.0,0.0
South Carolina,Thermal,0.0,457.6,0.0,100.2,10.0,568.0
South Carolina,Thermal,0.0,0.0,0.0,471.3,0.0,101.6
South Carolina,Thermal,10.0,583.0,0.0,0.0,0.0,511.5
South Carolina,Thermal,0.0,93.4,12.0,617.0,0.0,0.0
South Carolina,Thermal,0.0,531.0,0.0,79.6,5.0,616.0
South Carolina,Thermal,0.0,0.0,0.0,530.7,0.0,76.7
South Carolina,Thermal,5.0,612.0,0.0,0.0,0.0,520.8
South Carolina,Thermal,0.0,57.7,4.0,582.0,0.0,0.0
South Carolina,Thermal,0.0,556.8,0.0,66.3,4.0,628.0
South Carolina,Thermal,0.0,0.0,0.0,525.5,0.0,66.4
South Carolina,Thermal,12.0,604.0,0.0,0.0,0.0,533.9
South Carolina,Thermal,0.0,72.7,8.0,615.0,0.0,0.0
South Carolina,Thermal,0.0,554.5,0.0,74.5,10.0,639.0
South Carolina,Thermal,0.0,0.0,0.0,530.1,1.6,80.4
South Carolina,Thermal,6.0,618.0,0.0,0.0,0.0,558.0
South Carolina,Thermal,4.0,79.2,5.0,646.0,0.0,0.0
South Dakota,Thermal,0.3,0.0,1.6,0.0,NA,1.5
South Dakota,Thermal,3.0,7.0,0.0,0.0,1.3,0.0
South Dakota,Thermal,NA,1.1,13.0,15.0,0.0,0.0
South Dakota,Thermal,1.4,0.1,NA,1.1,16.0,19.0
South Dakota,Thermal,0.0,0.0,1.2,0.8,NA,1.2
South Dakota,Thermal,16.0,20.0,0.0,0.0,1.1,(s)
South Dakota,Thermal,NA,1.2,19.0,21.0,0.0,0.0
South Dakota,Thermal,0.9,0.0,NA,1.1,21.0,23.0
South Dakota,Thermal,0.0,0.0,0.9,0.0,NA,1.1
South Dakota,Thermal,22.0,24.0,0.0,0.0,1.4,0.0
South Dakota,Thermal,NA,1.1,26.0,29.0,0.0,0.0
South Dakota,Thermal,1.3,0.0,NA,1.2,25.0,27.0
South Dakota,Thermal,0.0,0.0,1.6,0.0,NA,1.3
South Dakota,Thermal,16.0,19.0,0.0,0.0,2.9,0.0
South Dakota,Thermal,NA,1.3,19.0,23.0,0.0,0.0
South Dakota,Thermal,2.7,0.0,NA,1.5,27.0,31.0
South Dakota,Thermal,0.0,0.0,2.6,0.0,NA,1.7
South Dakota,Thermal,24.0,28.0,0.0,0.0,3.7,0.0
South Dakota,Thermal,NA,1.9,18.0,23.0,0.0,0.0
South Dakota,Thermal,5.0,0.0,NA,2.0,23.0,30.0
South Dakota,Thermal,0.0,0.9,4.9,0.0,NA,2.0
South Dakota,Thermal,21.0,29.0,0.0,1.2,4.4,0.0
South Dakota,Thermal,NA,3.3,19.0,28.0,0.0,1.2
South Dakota,Thermal,5.6,0.0,0.0,3.1,18.0,28.0
South Dakota,Thermal,0.0,2.3,6.7,0.0,0.0,3.5
South Dakota,Thermal,18.0,31.0,0.0,1.9,6.8,0.0
South Dakota,Thermal,0.0,3.4,18.0,31.0,0.0,2.0
South Dakota,Thermal,7.8,0.0,0.0,4.0,19.0,33.0
South Dakota,Thermal,0.0,2.6,9.3,0.0,0.0,4.1
South Dakota,Thermal,18.0,34.0,0.0,2.2,9.2,0.0
South Dakota,Thermal,0.0,4.1,19.0,35.0,0.0,3.5
South Dakota,Thermal,9.5,0.0,0.0,3.6,18.0,35.0
South Dakota,Thermal,0.0,4.0,9.6,0.0,1.1,3.8
South Dakota,Thermal,18.0,36.0,0.0,4.4,9.4,0.0
South Dakota,Thermal,1.1,3.3,15.0,34.0,0.0,0.9
South Dakota,Thermal,9.6,0.0,1.1,2.2,13.0,27.0
South Dakota,Thermal,0.0,0.9,9.6,0.0,1.1,2.3
South Dakota,Thermal,13.0,27.0,0.0,1.5,9.0,0.0
South Dakota,Thermal,1.1,2.4,12.0,26.0,0.0,1.3
South Dakota,Thermal,8.7,0.0,1.2,2.1,9.0,22.0
South Dakota,Thermal,0.0,1.5,8.4,0.0,1.9,2.1
South Dakota,Thermal,17.0,31.0,0.0,1.3,7.8,0.0
South Dakota,Thermal,1.9,2.1,20.0,33.0,0.0,1.3
South Dakota,Thermal,7.3,0.0,1.9,2.2,27.0,40.0
South Dakota,Thermal,0.0,1.6,7.7,0.0,1.7,1.9
South Dakota,Thermal,31.0,44.0,0.0,1.6,7.0,0.0
South Dakota,Thermal,2.1,1.6,20.0,32.0,0.0,1.6
South Dakota,Thermal,6.4,0.0,2.2,1.7,23.0,35.0
South Dakota,Thermal,0.0,1.7,6.8,0.0,2.4,1.8
South Dakota,Thermal,19.0,32.0,0.0,1.1,7.3,0.0
South Dakota,Thermal,3.6,1.8,12.0,25.0,0.0,1.0
South Dakota,Thermal,7.0,0.0,8.7,1.7,15.0,33.0
South Dakota,Thermal,0.0,1.1,7.2,0.0,21.5,1.8
South Dakota,Thermal,15.0,46.0,0.0,1.1,7.9,0.0
South Dakota,Thermal,43.6,1.8,13.0,67.0,0.0,1.0
South Dakota,Thermal,8.1,0.0,59.0,1.5,11.0,81.0
South Dakota,Thermal,0.0,1.0,8.1,0.0,77.4,1.4
South Dakota,Thermal,13.0,100.0,0.0,1.0,9.7,0.0
South Dakota,Thermal,82.9,1.5,11.0,106.0,0.0,1.6
Tennessee,Thermal,148.9,0.1,0.1,0.0,NA,45.4
Tennessee,Thermal,29.0,224.0,147.3,0.1,0.1,0.0
Tennessee,Thermal,NA,46.5,29.0,223.0,158.4,0.0
Tennessee,Thermal,(s),0.0,NA,49.1,26.0,233.0
Tennessee,Thermal,171.6,0.1,(s),0.0,NA,46.9
Tennessee,Thermal,32.0,251.0,204.6,(s),(s),0.0
Tennessee,Thermal,NA,51.7,26.0,282.0,203.0,0.1
Tennessee,Thermal,0.2,0.0,NA,53.8,25.0,282.0
Tennessee,Thermal,206.8,0.1,1.8,0.0,NA,53.8
Tennessee,Thermal,27.0,290.0,232.8,0.1,2.3,0.0
Tennessee,Thermal,NA,54.4,32.0,321.0,282.8,(s)
Tennessee,Thermal,1.1,0.0,NA,57.6,38.0,379.0
Tennessee,Thermal,197.0,(s),1.2,0.0,NA,58.9
Tennessee,Thermal,39.0,296.0,174.8,(s),4.5,0.0
Tennessee,Thermal,NA,57.5,40.0,277.0,189.8,(s)
Tennessee,Thermal,4.0,0.0,NA,54.4,40.0,288.0
Tennessee,Thermal,221.5,(s),3.5,0.0,NA,61.8
Tennessee,Thermal,32.0,319.0,221.4,0.3,4.8,0.0
Tennessee,Thermal,NA,67.7,35.0,329.0,236.7,0.5
Tennessee,Thermal,3.4,0.0,NA,72.0,30.0,342.0
Tennessee,Thermal,209.5,1.0,3.6,0.0,NA,79.8
Tennessee,Thermal,42.0,335.0,239.0,1.3,4.3,5.7
Tennessee,Thermal,NA,69.3,29.0,349.0,258.1,1.7
Tennessee,Thermal,5.3,51.9,0.0,74.8,20.0,412.0
Tennessee,Thermal,183.9,3.0,6.6,111.9,0.5,81.8
Tennessee,Thermal,33.0,421.0,166.0,4.0,6.1,153.2
Tennessee,Thermal,3.6,82.1,34.0,449.0,183.3,5.1
Tennessee,Thermal,5.3,135.6,5.1,92.4,34.0,461.0
Tennessee,Thermal,185.2,4.8,4.6,102.7,5.5,93.2
Tennessee,Thermal,22.0,418.0,171.6,3.6,3.7,(s)
Tennessee,Thermal,5.8,95.3,18.0,297.0,160.9,2.8
Tennessee,Thermal,3.6,(s),6.3,90.4,25.0,288.0
Tennessee,Thermal,163.5,2.2,3.5,41.8,6.4,95.3
Tennessee,Thermal,15.0,328.0,162.6,2.0,3.1,165.1
Tennessee,Thermal,6.0,75.9,40.0,455.0,156.3,2.1
Tennessee,Thermal,2.9,148.2,5.0,56.5,34.0,405.0
Tennessee,Thermal,108.0,1.9,2.8,173.9,5.9,60.9
Tennessee,Thermal,37.0,390.0,88.1,1.8,2.9,163.9
Tennessee,Thermal,5.2,61.2,34.0,357.0,77.5,1.7
Tennessee,Thermal,2.4,34.7,5.7,55.1,30.0,207.0
Tennessee,Thermal,76.2,2.1,2.4,124.7,5.4,56.6
Tennessee,Thermal,41.0,308.0,82.1,1.9,2.2,165.0
Tennessee,Thermal,5.3,60.4,32.0,350.0,91.4,1.7
Tennessee,Thermal,2.2,240.8,2.2,56.0,39.0,433.0
Tennessee,Thermal,82.7,1.6,2.1,258.7,4.0,47.3
Tennessee,Thermal,37.0,434.0,67.0,1.5,1.7,297.8
Tennessee,Thermal,4.8,46.5,37.0,456.0,75.9,1.3
Tennessee,Thermal,2.0,284.5,4.5,50.0,26.0,445.0
Tennessee,Thermal,68.0,1.2,2.0,269.3,5.5,52.8
Tennessee,Thermal,21.0,420.0,84.8,2.1,2.0,298.4
Tennessee,Thermal,6.1,64.4,23.0,481.0,81.7,2.1
Tennessee,Thermal,1.6,287.9,8.4,63.5,27.0,472.0
Tennessee,Thermal,65.6,1.9,1.8,251.7,10.0,58.3
Tennessee,Thermal,41.0,430.0,73.4,2.2,2.1,298.4
Tennessee,Thermal,9.2,71.6,35.0,492.0,82.1,2.3
Tennessee,Thermal,1.9,290.2,8.8,65.0,31.0,482.0
Tennessee,Thermal,72.0,2.8,1.1,257.5,8.8,57.2
Tennessee,Thermal,26.0,426.0,67.7,4.1,1.6,301.0
Tennessee,Thermal,10.5,56.4,17.0,458.0,59.1,4.9
Texas,Thermal,26.4,6602.7,5379.4,0.0,NA,38.3
Texas,Thermal,3.0,12050.0,30.3,7436.1,5804.3,0.0
Texas,Thermal,NA,41.2,2.0,13314.0,28.4,7746.6
Texas,Thermal,6127.7,0.0,NA,43.8,2.0,13949.0
Texas,Thermal,27.1,7934.6,6480.4,0.0,NA,43.9
Texas,Thermal,2.0,14488.0,28.8,8271.3,6555.6,0.0
Texas,Thermal,NA,49.1,4.0,14909.0,28.3,8654.8
Texas,Thermal,6664.1,0.0,NA,51.1,4.0,15402.0
Texas,Thermal,29.1,9213.7,7235.4,0.0,NA,52.2
Texas,Thermal,3.0,16533.0,28.4,9438.9,7083.0,0.0
Texas,Thermal,NA,51.3,3.0,16604.0,50.9,9550.8
Texas,Thermal,7539.6,0.0,NA,58.9,2.0,17203.0
Texas,Thermal,97.2,9375.6,7499.9,0.0,NA,60.4
Texas,Thermal,5.0,17039.0,107.6,9006.1,7312.3,0.0
Texas,Thermal,NA,59.7,5.0,16491.0,144.2,8282.5
Texas,Thermal,7081.3,0.0,NA,55.8,6.0,15570.0
Texas,Thermal,182.7,7974.3,6891.3,0.0,NA,64.9
Texas,Thermal,3.0,15116.0,209.5,7830.0,6594.5,0.0
Texas,Thermal,NA,70.4,4.0,14708.0,265.3,7085.8
Texas,Thermal,6217.6,0.0,NA,76.3,2.0,13647.0
Texas,Thermal,356.5,7409.5,5885.4,0.0,NA,77.3
Texas,Thermal,4.0,13732.0,385.0,7228.7,5615.3,0.0
Texas,Thermal,NA,55.6,3.0,13288.0,418.8,6967.3
Texas,Thermal,5407.6,0.0,(s),58.5,3.0,12856.0
Texas,Thermal,448.8,6380.1,5267.7,0.0,(s),69.7
Texas,Thermal,3.0,12169.0,493.0,5834.4,5120.9,0.0
Texas,Thermal,(s),64.1,3.0,11516.0,515.3,6098.2
Texas,Thermal,5122.4,0.0,0.1,76.2,3.0,11815.0
Texas,Thermal,574.7,6038.5,5041.5,0.0,0.1,78.8
Texas,Thermal,4.0,11738.0,615.5,5902.4,4753.7,0.0
Texas,Thermal,0.1,89.7,6.0,11368.0,640.1,5671.8
Texas,Thermal,4413.6,0.0,0.1,94.4,7.0,10827.0
Texas,Thermal,658.1,5787.3,4265.9,40.2,0.1,96.1
Texas,Thermal,4.0,10851.0,675.3,5639.0,3991.4,105.7
Texas,Thermal,0.1,109.8,5.0,10526.0,706.7,5653.2
Texas,Thermal,3935.2,167.8,0.1,96.0,6.0,10565.0
Texas,Thermal,674.1,5644.6,3959.2,207.6,0.1,96.4
Texas,Thermal,8.0,10590.0,685.5,5611.2,3773.6,256.5
Texas,Thermal,0.1,105.8,9.0,10442.0,683.0,5727.1
Texas,Thermal,3590.7,130.3,0.0,98.0,6.0,10236.0
Texas,Thermal,660.0,5825.0,3426.3,300.4,0.0,97.5
Texas,Thermal,6.0,10315.0,664.5,5822.5,3245.9,379.8
Texas,Thermal,0.0,99.5,6.0,10219.0,709.5,5898.5
Texas,Thermal,3151.4,375.7,0.0,98.8,4.0,10238.0
Texas,Thermal,687.9,5883.2,3112.2,392.0,0.0,102.6
Texas,Thermal,7.0,10185.0,677.0,6002.8,2927.0,405.8
Texas,Thermal,0.0,93.7,6.0,10112.0,672.0,5767.5
Texas,Thermal,2605.6,384.1,0.0,78.1,6.0,9513.0
Texas,Thermal,632.4,5989.5,2571.7,391.7,0.0,81.5
Texas,Thermal,5.0,9672.0,578.7,5971.8,2460.9,398.5
Texas,Thermal,0.0,70.7,9.0,9490.0,581.2,5844.6
Texas,Thermal,2353.5,371.9,0.0,81.3,14.0,9246.0
Texas,Thermal,594.7,5902.2,2323.9,348.5,0.0,78.9
Texas,Thermal,13.0,9261.0,572.5,5764.5,2277.7,421.7
Texas,Thermal,0.0,74.8,16.0,9127.0,595.6,5973.9
Texas,Thermal,2277.1,399.0,0.8,80.2,20.0,9347.0
Texas,Thermal,593.5,6249.3,2276.4,430.6,2.0,77.7
Texas,Thermal,26.0,9656.0,554.7,6850.7,2269.3,429.6
Texas,Thermal,5.6,84.5,38.0,10232.0,515.5,7711.5
Utah,Thermal,114.7,51.2,218.0,0.0,NA,2.2
Utah,Thermal,1.0,387.0,115.5,71.8,146.7,0.0
Utah,Thermal,NA,2.0,3.0,339.0,107.3,69.6
Utah,Thermal,139.9,0.0,NA,1.9,2.0,321.0
Utah,Thermal,96.6,49.1,139.5,0.0,NA,2.1
Utah,Thermal,3.0,290.0,99.9,46.3,136.3,0.0
Utah,Thermal,NA,2.2,3.0,288.0,107.8,46.9
Utah,Thermal,135.1,0.0,NA,2.3,3.0,295.0
Utah,Thermal,109.6,42.9,135.5,0.0,NA,2.3
Utah,Thermal,2.0,292.0,107.1,47.4,137.1,0.0
Utah,Thermal,NA,2.3,3.0,297.0,111.1,43.8
Utah,Thermal,154.1,0.0,NA,2.5,4.0,315.0
Utah,Thermal,134.3,47.2,189.4,0.0,NA,3.1
Utah,Thermal,3.0,377.0,142.1,55.8,228.3,0.0
Utah,Thermal,NA,2.6,3.0,432.0,165.9,59.4
Utah,Thermal,245.3,0.0,NA,2.9,3.0,477.0
Utah,Thermal,179.1,61.9,199.0,0.0,NA,3.3
Utah,Thermal,3.0,447.0,198.6,65.9,192.1,0.0
Utah,Thermal,NA,3.8,2.0,462.0,210.6,62.2
Utah,Thermal,181.9,0.0,NA,4.5,2.0,461.0
Utah,Thermal,280.2,64.8,160.8,0.0,NA,5.3
Utah,Thermal,2.0,513.0,309.8,104.2,144.9,0.0
Utah,Thermal,NA,4.5,2.0,566.0,319.6,108.9
Utah,Thermal,150.0,0.0,0.0,5.9,2.0,586.0
Utah,Thermal,396.5,97.1,130.2,0.0,0.0,6.0
Utah,Thermal,3.0,633.0,271.8,76.0,171.3,0.0
Utah,Thermal,0.0,6.5,4.0,530.0,285.3,88.1
Utah,Thermal,201.2,0.0,0.0,6.7,4.0,586.0
Utah,Thermal,301.1,96.8,236.6,0.0,0.0,6.9
Utah,Thermal,3.0,645.0,331.5,104.5,227.2,0.0
Utah,Thermal,0.0,6.5,5.0,675.0,383.6,116.2
Utah,Thermal,207.6,0.0,0.0,3.6,3.0,714.0
Utah,Thermal,420.4,145.9,191.5,0.0,0.0,3.9
Utah,Thermal,2.0,764.0,459.8,161.3,164.8,0.0
Utah,Thermal,0.0,3.5,3.0,792.0,511.4,188.7
Utah,Thermal,160.1,0.0,0.0,3.4,2.0,866.0
Utah,Thermal,508.0,179.9,141.9,0.0,0.0,3.6
Utah,Thermal,3.0,836.0,493.0,204.2,131.8,0.0
Utah,Thermal,0.0,3.8,3.0,835.0,506.8,265.7
Utah,Thermal,126.6,0.0,0.0,3.7,3.0,906.0
Utah,Thermal,566.9,311.4,119.8,0.0,0.0,3.6
Utah,Thermal,3.0,1005.0,586.4,278.9,115.9,0.0
Utah,Thermal,0.0,3.6,4.0,989.0,640.4,278.1
Utah,Thermal,112.5,0.0,0.0,3.8,4.0,1039.0
Utah,Thermal,616.4,294.7,112.0,0.0,0.0,4.4
Utah,Thermal,5.0,1033.0,600.8,308.4,111.4,0.0
Utah,Thermal,0.0,3.9,5.0,1030.0,620.4,294.2
Utah,Thermal,94.3,0.0,0.0,5.4,5.0,1019.0
Utah,Thermal,631.3,301.3,90.7,0.0,0.0,5.7
Utah,Thermal,3.0,1032.0,640.6,316.0,88.5,0.0
Utah,Thermal,0.0,3.4,2.0,1051.0,586.9,295.0
Utah,Thermal,79.9,0.0,0.0,3.4,2.0,968.0
Utah,Thermal,536.2,289.6,76.0,0.0,0.0,3.4
Utah,Thermal,2.0,907.0,490.1,297.9,85.5,0.0
Utah,Thermal,0.0,3.5,2.0,879.0,554.2,321.5
Utah,Thermal,96.7,0.0,0.0,3.2,4.0,979.0
Utah,Thermal,593.3,372.1,104.0,0.0,0.0,3.2
